path,file_name,exp_id,sensor,frequency,activity_id,activity,activity_details
DataSet2/User13/141_MetaWear_2020-10-17T11.20.40.645_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,141_MetaWear_2020-10-17T11.20.40.645_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,141,Accelerometer,100.000Hz,9,Standing,Walking
DataSet2/User13/146_MetaWear_2020-10-17T11.41.34.574_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,146_MetaWear_2020-10-17T11.41.34.574_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,146,Magnetometer,20.000Hz,14,Sitting,Pick up items from floor
DataSet2/User13/134_MetaWear_2020-10-17T11.15.46.994_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,134_MetaWear_2020-10-17T11.15.46.994_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,134,Pressure,7.330Hz,2,Sitting,Writing in a notebook
DataSet2/User13/138_MetaWear_2020-10-17T11.01.41.087_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,138_MetaWear_2020-10-17T11.01.41.087_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,138,Pressure,7.330Hz,6,While sitting,Moving chair
DataSet2/User13/135_MetaWear_2020-10-17T10.49.39.182_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,135_MetaWear_2020-10-17T10.49.39.182_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,135,Accelerometer,100.000Hz,3,Using computer,Typing
DataSet2/User13/147_MetaWear_2020-10-17T11.52.05.312_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,147_MetaWear_2020-10-17T11.52.05.312_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,147,Gyroscope,100.000Hz,15,Standing,Pick up items from floor
DataSet2/User13/136_MetaWear_2020-10-17T10.53.42.229_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,136_MetaWear_2020-10-17T10.53.42.229_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,136,Accelerometer,100.000Hz,4,Using computer,Browsing
DataSet2/User13/134_MetaWear_2020-10-17T11.15.46.994_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,134_MetaWear_2020-10-17T11.15.46.994_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,134,Magnetometer,20.000Hz,2,Sitting,Writing in a notebook
DataSet2/User13/141_MetaWear_2020-10-17T11.20.40.645_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,141_MetaWear_2020-10-17T11.20.40.645_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,141,Pressure,7.330Hz,9,Standing,Walking
DataSet2/User13/144_MetaWear_2020-10-17T11.33.56.072_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,144_MetaWear_2020-10-17T11.33.56.072_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,144,Accelerometer,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
DataSet2/User13/140_MetaWear_2020-10-17T11.08.49.459_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,140_MetaWear_2020-10-17T11.08.49.459_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,140,Gyroscope,100.000Hz,8,Standing,Standing
DataSet2/User13/141_MetaWear_2020-10-17T11.20.40.645_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,141_MetaWear_2020-10-17T11.20.40.645_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,141,Gyroscope,100.000Hz,9,Standing,Walking
DataSet2/User13/145_MetaWear_2020-10-17T11.37.28.693_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,145_MetaWear_2020-10-17T11.37.28.693_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,145,Gyroscope,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
DataSet2/User13/145_MetaWear_2020-10-17T11.37.28.693_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,145_MetaWear_2020-10-17T11.37.28.693_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,145,Accelerometer,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
DataSet2/User13/138_MetaWear_2020-10-17T11.01.41.087_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,138_MetaWear_2020-10-17T11.01.41.087_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,138,Gyroscope,100.000Hz,6,While sitting,Moving chair
DataSet2/User13/142_MetaWear_2020-10-17T11.23.42.866_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,142_MetaWear_2020-10-17T11.23.42.866_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,142,Magnetometer,20.000Hz,10,Standing,Running
DataSet2/User13/133_MetaWear_2020-10-17T11.12.15.428_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,133_MetaWear_2020-10-17T11.12.15.428_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,133,Magnetometer,20.000Hz,1,Sitting,Reading a book
DataSet2/User13/145_MetaWear_2020-10-17T11.37.28.693_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,145_MetaWear_2020-10-17T11.37.28.693_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,145,Pressure,7.330Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
DataSet2/User13/137_MetaWear_2020-10-17T10.57.26.595_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,137_MetaWear_2020-10-17T10.57.26.595_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,137,Gyroscope,100.000Hz,5,While sitting,"Moving head, body"
DataSet2/User13/143_MetaWear_2020-10-17T11.29.28.535_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,143_MetaWear_2020-10-17T11.29.28.535_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,143,Magnetometer,20.000Hz,11,Standing,Taking stairs
DataSet2/User13/146_MetaWear_2020-10-17T11.41.34.574_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,146_MetaWear_2020-10-17T11.41.34.574_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,146,Gyroscope,100.000Hz,14,Sitting,Pick up items from floor
DataSet2/User13/145_MetaWear_2020-10-17T11.37.28.693_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,145_MetaWear_2020-10-17T11.37.28.693_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,145,Magnetometer,20.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
DataSet2/User13/139_MetaWear_2020-10-17T11.05.36.751_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,139_MetaWear_2020-10-17T11.05.36.751_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,139,Pressure,7.330Hz,7,Sitting,Stand up from sitting
DataSet2/User13/140_MetaWear_2020-10-17T11.08.49.459_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,140_MetaWear_2020-10-17T11.08.49.459_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,140,Accelerometer,100.000Hz,8,Standing,Standing
DataSet2/User13/139_MetaWear_2020-10-17T11.05.36.751_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,139_MetaWear_2020-10-17T11.05.36.751_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,139,Gyroscope,100.000Hz,7,Sitting,Stand up from sitting
DataSet2/User13/147_MetaWear_2020-10-17T11.52.05.312_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,147_MetaWear_2020-10-17T11.52.05.312_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,147,Accelerometer,100.000Hz,15,Standing,Pick up items from floor
DataSet2/User13/143_MetaWear_2020-10-17T11.29.28.535_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,143_MetaWear_2020-10-17T11.29.28.535_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,143,Pressure,7.330Hz,11,Standing,Taking stairs
DataSet2/User13/137_MetaWear_2020-10-17T10.57.26.595_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,137_MetaWear_2020-10-17T10.57.26.595_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,137,Pressure,7.330Hz,5,While sitting,"Moving head, body"
DataSet2/User13/133_MetaWear_2020-10-17T11.12.15.428_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,133_MetaWear_2020-10-17T11.12.15.428_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,133,Gyroscope,100.000Hz,1,Sitting,Reading a book
DataSet2/User13/135_MetaWear_2020-10-17T10.49.39.182_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,135_MetaWear_2020-10-17T10.49.39.182_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,135,Magnetometer,20.000Hz,3,Using computer,Typing
DataSet2/User13/135_MetaWear_2020-10-17T10.49.39.182_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,135_MetaWear_2020-10-17T10.49.39.182_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,135,Gyroscope,100.000Hz,3,Using computer,Typing
DataSet2/User13/134_MetaWear_2020-10-17T11.15.46.994_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,134_MetaWear_2020-10-17T11.15.46.994_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,134,Accelerometer,100.000Hz,2,Sitting,Writing in a notebook
DataSet2/User15/174_Werable1_2020-10-24T11.31.31.849_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,174_Werable1_2020-10-24T11.31.31.849_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,174,Accelerometer,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
DataSet2/User15/170_Werable1_2020-10-24T11.27.46.772_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,170_Werable1_2020-10-24T11.27.46.772_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,170,Magnetometer,20.000Hz,8,Standing,Standing
DataSet2/User15/168_Werable1_2020-10-24T11.19.22.481_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,168_Werable1_2020-10-24T11.19.22.481_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,168,Gyroscope,100.000Hz,6,While sitting,Moving chair
DataSet2/User15/165_Werable1_2020-10-24T11.08.26.214_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,165_Werable1_2020-10-24T11.08.26.214_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,165,Magnetometer,20.000Hz,3,Using computer,Typing
DataSet2/User15/177new_Werable1_2020-10-31T11.07.36.128_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,177new_Werable1_2020-10-31T11.07.36.128_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,177,Magnetometer,20.000Hz,15,Standing,Pick up items from floor
DataSet2/User15/171_Werable1_2020-10-24T12.09.23.691_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,171_Werable1_2020-10-24T12.09.23.691_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,171,Magnetometer,20.000Hz,9,Standing,Walking
DataSet2/User15/164_Werable1_2020-10-24T11.03.43.675_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,164_Werable1_2020-10-24T11.03.43.675_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,164,Accelerometer,100.000Hz,2,Sitting,Writing in a notebook
DataSet2/User15/168_Werable1_2020-10-24T11.19.22.481_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,168_Werable1_2020-10-24T11.19.22.481_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,168,Magnetometer,20.000Hz,6,While sitting,Moving chair
DataSet2/User15/167_Werable1_2020-10-24T11.15.53.878_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,167_Werable1_2020-10-24T11.15.53.878_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,167,Gyroscope,100.000Hz,5,While sitting,"Moving head, body"
DataSet2/User15/171_Werable1_2020-10-24T12.09.23.691_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,171_Werable1_2020-10-24T12.09.23.691_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,171,Gyroscope,100.000Hz,9,Standing,Walking
DataSet2/User15/170_Werable1_2020-10-24T11.27.46.772_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,170_Werable1_2020-10-24T11.27.46.772_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,170,Pressure,7.330Hz,8,Standing,Standing
DataSet2/User15/169_Werable1_2020-10-24T11.24.24.808_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,169_Werable1_2020-10-24T11.24.24.808_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,169,Accelerometer,100.000Hz,7,Sitting,Stand up from sitting
DataSet2/User15/169_Werable1_2020-10-24T11.24.24.808_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,169_Werable1_2020-10-24T11.24.24.808_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,169,Pressure,7.330Hz,7,Sitting,Stand up from sitting
DataSet2/User15/176new_Werable1_2020-10-31T11.04.01.893_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,176new_Werable1_2020-10-31T11.04.01.893_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,176,Pressure,7.330Hz,14,Sitting,Pick up items from floor
DataSet2/User15/166_Werable1_2020-10-24T11.12.48.413_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,166_Werable1_2020-10-24T11.12.48.413_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,166,Accelerometer,100.000Hz,4,Using computer,Browsing
DataSet2/User15/177new_Werable1_2020-10-31T11.07.36.128_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,177new_Werable1_2020-10-31T11.07.36.128_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,177,Gyroscope,100.000Hz,15,Standing,Pick up items from floor
DataSet2/User15/165_Werable1_2020-10-24T11.08.26.214_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,165_Werable1_2020-10-24T11.08.26.214_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,165,Accelerometer,100.000Hz,3,Using computer,Typing
DataSet2/User15/174_Werable1_2020-10-24T11.31.31.849_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,174_Werable1_2020-10-24T11.31.31.849_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,174,Pressure,7.330Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
DataSet2/User15/169_Werable1_2020-10-24T11.24.24.808_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,169_Werable1_2020-10-24T11.24.24.808_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,169,Magnetometer,20.000Hz,7,Sitting,Stand up from sitting
DataSet2/User15/170_Werable1_2020-10-24T11.27.46.772_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,170_Werable1_2020-10-24T11.27.46.772_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,170,Accelerometer,100.000Hz,8,Standing,Standing
DataSet2/User15/167_Werable1_2020-10-24T11.15.53.878_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,167_Werable1_2020-10-24T11.15.53.878_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,167,Pressure,7.330Hz,5,While sitting,"Moving head, body"
DataSet2/User15/166_Werable1_2020-10-24T11.12.48.413_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,166_Werable1_2020-10-24T11.12.48.413_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,166,Magnetometer,20.000Hz,4,Using computer,Browsing
DataSet2/User15/175_Werable1_2020-10-24T11.34.30.532_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,175_Werable1_2020-10-24T11.34.30.532_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,175,Pressure,7.330Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
DataSet2/User15/166_Werable1_2020-10-24T11.12.48.413_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,166_Werable1_2020-10-24T11.12.48.413_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,166,Pressure,7.330Hz,4,Using computer,Browsing
DataSet2/User15/166_Werable1_2020-10-24T11.12.48.413_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,166_Werable1_2020-10-24T11.12.48.413_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,166,Gyroscope,100.000Hz,4,Using computer,Browsing
DataSet2/User15/177new_Werable1_2020-10-31T11.07.36.128_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,177new_Werable1_2020-10-31T11.07.36.128_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,177,Pressure,7.330Hz,15,Standing,Pick up items from floor
DataSet2/User15/175_Werable1_2020-10-24T11.34.30.532_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,175_Werable1_2020-10-24T11.34.30.532_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,175,Accelerometer,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
DataSet2/User15/169_Werable1_2020-10-24T11.24.24.808_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,169_Werable1_2020-10-24T11.24.24.808_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,169,Gyroscope,100.000Hz,7,Sitting,Stand up from sitting
DataSet2/User15/165_Werable1_2020-10-24T11.08.26.214_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,165_Werable1_2020-10-24T11.08.26.214_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,165,Gyroscope,100.000Hz,3,Using computer,Typing
DataSet2/User15/167_Werable1_2020-10-24T11.15.53.878_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,167_Werable1_2020-10-24T11.15.53.878_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,167,Magnetometer,20.000Hz,5,While sitting,"Moving head, body"
DataSet2/User15/175_Werable1_2020-10-24T11.34.30.532_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,175_Werable1_2020-10-24T11.34.30.532_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,175,Magnetometer,20.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
DataSet2/User15/174_Werable1_2020-10-24T11.31.31.849_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,174_Werable1_2020-10-24T11.31.31.849_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,174,Gyroscope,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
DataSet2/User15/164_Werable1_2020-10-24T11.03.43.675_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,164_Werable1_2020-10-24T11.03.43.675_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,164,Magnetometer,20.000Hz,2,Sitting,Writing in a notebook
DataSet2/User15/176new_Werable1_2020-10-31T11.04.01.893_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,176new_Werable1_2020-10-31T11.04.01.893_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,176,Accelerometer,100.000Hz,14,Sitting,Pick up items from floor
DataSet2/User15/163_Werable1_2020-10-24T10.56.48.558_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,163_Werable1_2020-10-24T10.56.48.558_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,163,Pressure,7.330Hz,1,Sitting,Reading a book
DataSet2/User15/163_Werable1_2020-10-24T10.56.48.558_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,163_Werable1_2020-10-24T10.56.48.558_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,163,Magnetometer,20.000Hz,1,Sitting,Reading a book
DataSet2/User15/176new_Werable1_2020-10-31T11.04.01.893_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,176new_Werable1_2020-10-31T11.04.01.893_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,176,Gyroscope,100.000Hz,14,Sitting,Pick up items from floor
DataSet2/User15/176new_Werable1_2020-10-31T11.04.01.893_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,176new_Werable1_2020-10-31T11.04.01.893_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,176,Magnetometer,20.000Hz,14,Sitting,Pick up items from floor
DataSet2/User15/164_Werable1_2020-10-24T11.03.43.675_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,164_Werable1_2020-10-24T11.03.43.675_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,164,Gyroscope,100.000Hz,2,Sitting,Writing in a notebook
DataSet2/User15/170_Werable1_2020-10-24T11.27.46.772_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,170_Werable1_2020-10-24T11.27.46.772_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,170,Gyroscope,100.000Hz,8,Standing,Standing
DataSet2/User15/177new_Werable1_2020-10-31T11.07.36.128_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,177new_Werable1_2020-10-31T11.07.36.128_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,177,Accelerometer,100.000Hz,15,Standing,Pick up items from floor
DataSet2/User15/175_Werable1_2020-10-24T11.34.30.532_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,175_Werable1_2020-10-24T11.34.30.532_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,175,Gyroscope,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
DataSet2/User15/163_Werable1_2020-10-24T10.56.48.558_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,163_Werable1_2020-10-24T10.56.48.558_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,163,Gyroscope,100.000Hz,1,Sitting,Reading a book
DataSet2/User15/164_Werable1_2020-10-24T11.03.43.675_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,164_Werable1_2020-10-24T11.03.43.675_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,164,Pressure,7.330Hz,2,Sitting,Writing in a notebook
DataSet2/User15/174_Werable1_2020-10-24T11.31.31.849_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,174_Werable1_2020-10-24T11.31.31.849_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,174,Magnetometer,20.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
DataSet2/User15/167_Werable1_2020-10-24T11.15.53.878_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,167_Werable1_2020-10-24T11.15.53.878_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,167,Accelerometer,100.000Hz,5,While sitting,"Moving head, body"
DataSet2/User15/163_Werable1_2020-10-24T10.56.48.558_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,163_Werable1_2020-10-24T10.56.48.558_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,163,Accelerometer,100.000Hz,1,Sitting,Reading a book
DataSet2/User15/168_Werable1_2020-10-24T11.19.22.481_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,168_Werable1_2020-10-24T11.19.22.481_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,168,Pressure,7.330Hz,6,While sitting,Moving chair
DataSet2/User15/168_Werable1_2020-10-24T11.19.22.481_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,168_Werable1_2020-10-24T11.19.22.481_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,168,Accelerometer,100.000Hz,6,While sitting,Moving chair
DataSet2/User15/171_Werable1_2020-10-24T12.09.23.691_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,171_Werable1_2020-10-24T12.09.23.691_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,171,Accelerometer,100.000Hz,9,Standing,Walking
DataSet2/User15/165_Werable1_2020-10-24T11.08.26.214_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,165_Werable1_2020-10-24T11.08.26.214_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,165,Pressure,7.330Hz,3,Using computer,Typing
DataSet2/User23/294_Werable1_2020-11-14T13.40.32.789_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,294_Werable1_2020-11-14T13.40.32.789_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,294,Gyroscope,100.000Hz,12,Sitting,Stationary->Wear it->Put it back->stationary (15 s delay between thetransitions)
DataSet2/User23/289_Werable1_2020-11-14T13.34.00.917_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,289_Werable1_2020-11-14T13.34.00.917_F1E55E2FE95F_Pressure_7.330Hz_1.5.0.csv,289,Pressure,7.330Hz,7,Sitting,Stand up from sitting
DataSet2/User23/293_Werable1_2020-11-14T13.59.59.033_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,293_Werable1_2020-11-14T13.59.59.033_F1E55E2FE95F_Magnetometer_20.000Hz_1.5.0.csv,293,Magnetometer,20.000Hz,11,Standing,Taking stairs
DataSet2/User23/288_Werable1_2020-11-14T13.30.26.035_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,288_Werable1_2020-11-14T13.30.26.035_F1E55E2FE95F_Gyroscope_100.000Hz_1.5.0.csv,288,Gyroscope,100.000Hz,6,While sitting,Moving chair
DataSet2/User23/284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,284_Werable1_2020-11-14T13.16.16.203_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,284,Accelerometer,100.000Hz,2,Sitting,Writing in a notebook
DataSet2/User23/291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,291_Werable1_2020-11-14T13.53.07.803_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,291,Accelerometer,100.000Hz,9,Standing,Walking
DataSet2/User23/295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,295_Werable1_2020-11-14T13.43.56.088_F1E55E2FE95F_Accelerometer_100.000Hz_1.5.0.csv,295,Accelerometer,100.000Hz,13,Standing,Stationary->Wear it->Put it back->stationary(15 s delay between the transitions)
